Gene ID	Gene name	Infection/Control : logFC	Infection/Control : logCPM	Infection/Control : PValue	Infection/Control : QValue
ENSMUSG00000112498	RP23-82B19.4	2.31	-2.80	0.88	1.00
ENSMUSG00000019817	Plagl1	0.57	3.85	0.03	0.22
ENSMUSG00000019814	Ltv1	-0.08	4.01	0.91	1.00
ENSMUSG00000112042	RP23-104K14.2	1.53	-2.89	1.00	1.00
ENSMUSG00000062866	Phactr2	0.08	5.16	0.91	1.00
ENSMUSG00000019810	Fuca2	0.47	4.65	0.07	0.36
ENSMUSG00000019809	Pex3	0.02	4.65	1.00	1.00
ENSMUSG00000019808	Adat2	0.71	1.13	0.20	0.73
ENSMUSG00000019806	Aig1	0.12	6.15	0.77	1.00
ENSMUSG00000098048	Gm8330	0.15	0.15	1.00	1.00
ENSMUSG00000015501	Hivep2	-0.70	7.92	0.00	0.00
ENSMUSG00000097300	Gm26835	-6.07	-1.45	0.11	0.52
ENSMUSG00000112266	RP23-202B12.3	1.39	-2.58	0.84	1.00
ENSMUSG00000112679	RP24-435P22.2	-1.54	-1.31	0.17	0.66
ENSMUSG00000112225	RP24-435P22.3	-2.98	-2.72	0.65	1.00
ENSMUSG00000039116	Adgrg6	0.41	1.55	0.55	1.00
ENSMUSG00000071532	Gm10335	0.21	9.32	0.39	1.00
ENSMUSG00000112490	RP23-136F8.1	-0.22	-2.51	1.00	1.00
ENSMUSG00000019868	Vta1	0.19	5.12	0.65	1.00
ENSMUSG00000019865	Nmbr	-0.58	-2.44	1.00	1.00
ENSMUSG00000093798	Gm8355	-0.46	3.27	0.14	0.59
ENSMUSG00000112113	RP23-299H4.4	-0.35	-1.97	1.00	1.00
ENSMUSG00000112928	RP23-455D21.1	-1.35	-1.39	0.41	1.00
ENSMUSG00000112395	RP24-370M23.1	-0.12	3.25	0.88	1.00
ENSMUSG00000112800	RP24-270K22.1	-2.51	-2.80	0.88	1.00
ENSMUSG00000111963	RP24-270K22.2	-1.57	-2.65	0.98	1.00
ENSMUSG00000101969	Gm20125	-0.24	-1.88	1.00	1.00
ENSMUSG00000111922	RP23-281M13.1	-1.38	-2.65	0.98	1.00
ENSMUSG00000111927	RP23-156N5.2	3.73	-2.46	0.38	1.00
ENSMUSG00000039910	Cited2	0.72	5.68	0.00	0.03
ENSMUSG00000039891	Txlnb	-0.40	-0.34	0.84	1.00
ENSMUSG00000093537	Gm7584	-0.95	-1.68	0.74	1.00
ENSMUSG00000039879	Heca	0.18	5.78	0.61	1.00
ENSMUSG00000078453	Abracl	1.23	3.45	0.07	0.36
ENSMUSG00000091367	Gm17711	1.53	-2.89	1.00	1.00
ENSMUSG00000019854	Reps1	0.21	4.35	0.56	1.00
ENSMUSG00000071392	Ect2l	0.88	-1.44	0.59	1.00
ENSMUSG00000059554	Ccdc28a	-0.50	4.81	0.09	0.44
ENSMUSG00000096977	Gm10827	1.33	2.42	0.00	0.01
ENSMUSG00000110762	RP23-143D12.3	1.39	-2.89	1.00	1.00
ENSMUSG00000039835	Nhsl1	0.56	4.07	0.05	0.27
ENSMUSG00000019853	Hebp2	-0.04	2.92	1.00	1.00
ENSMUSG00000111173	RP23-426E11.3	2.28	-2.80	0.88	1.00
ENSMUSG00000019852	Arfgef3	-0.24	7.66	0.30	0.92
ENSMUSG00000044624	Gm4922	-2.48	-2.80	0.88	1.00
ENSMUSG00000110737	RP23-440F7.2	-3.63	-2.58	0.58	1.00
ENSMUSG00000019851	Perp	0.18	2.59	0.80	1.00
ENSMUSG00000019850	Tnfaip3	3.32	3.56	0.00	0.00
ENSMUSG00000111052	RP23-292G1.5	2.26	-2.80	0.88	1.00
ENSMUSG00000110917	RP23-35O24.3	1.51	-2.89	1.00	1.00
ENSMUSG00000045591	Olig3	0.45	-2.38	1.00	1.00
ENSMUSG00000110902	RP23-353K11.3	2.42	-1.89	0.22	0.78
ENSMUSG00000020009	Ifngr1	1.17	4.72	0.00	0.00
ENSMUSG00000039760	Il22ra2	2.76	-2.73	0.78	1.00
ENSMUSG00000042940	9230106D20Rik	3.19	-2.65	0.71	1.00
ENSMUSG00000020007	Il20ra	0.96	-1.04	0.37	1.00
ENSMUSG00000050473	Slc35d3	-0.50	1.39	0.39	1.00
ENSMUSG00000020003	Pex7	-0.21	4.28	0.56	1.00
ENSMUSG00000071369	Map3k5	-0.17	4.81	0.77	1.00
ENSMUSG00000019996	Map7	0.03	6.91	1.00	1.00
ENSMUSG00000111356	RP23-288C18.3	0.23	5.13	0.49	1.00
ENSMUSG00000111064	RP23-158C15.7	-0.44	-1.23	0.87	1.00
ENSMUSG00000069713	4933406P04Rik	-0.15	-1.03	1.00	1.00
ENSMUSG00000037608	Bclaf1	0.29	7.87	0.23	0.79
ENSMUSG00000019992	Mtfr2	2.15	-0.39	0.01	0.11
ENSMUSG00000111351	RP23-158C15.10	-0.22	-2.65	1.00	1.00
ENSMUSG00000019990	Pde7b	-0.34	1.69	0.70	1.00
ENSMUSG00000092051	Gm17229	-0.55	1.75	0.36	1.00
ENSMUSG00000091730	Gm17230	-1.30	-2.16	0.61	1.00
ENSMUSG00000019986	Ahi1	-0.79	8.01	0.00	0.00
ENSMUSG00000019982	Myb	0.91	1.23	0.04	0.25
ENSMUSG00000019977	Hbs1l	0.03	5.25	1.00	1.00
ENSMUSG00000037542	Aldh8a1	0.70	-1.86	0.82	1.00
ENSMUSG00000037535	1700021A07Rik	2.65	-2.73	0.65	1.00
ENSMUSG00000050844	1700020N01Rik	1.67	-1.91	0.59	1.00
ENSMUSG00000056716	Gm5420	2.25	-2.80	0.84	1.00
ENSMUSG00000097107	Platr6	-0.22	-2.06	1.00	1.00
ENSMUSG00000019970	Sgk1	2.03	6.81	0.00	0.00
ENSMUSG00000097086	Gm7672	-0.64	1.23	0.19	0.71
ENSMUSG00000111953	RP23-193J20.6	-4.26	-2.38	0.49	1.00
ENSMUSG00000069712	4930444G20Rik	2.01	-2.81	1.00	1.00
ENSMUSG00000097327	E030030I06Rik	1.34	-0.93	0.43	1.00
ENSMUSG00000044268	Gm4895	-0.04	2.53	1.00	1.00
ENSMUSG00000053219	Raet1e	1.59	-2.19	0.61	1.00
ENSMUSG00000097108	Gm26581	3.47	-1.84	0.08	0.41
ENSMUSG00000097053	Gm1972	2.31	-2.80	0.88	1.00
ENSMUSG00000097295	Hmgb1-ps8	1.37	-0.09	0.03	0.18
ENSMUSG00000097586	Gm26528	-1.09	-2.51	0.93	1.00
ENSMUSG00000097352	C920009B18Rik	3.93	0.17	0.00	0.00
ENSMUSG00000097245	Gm5421	0.25	-0.35	0.93	1.00
ENSMUSG00000096937	Gm10825	-1.57	-2.65	0.98	1.00
ENSMUSG00000097473	Gm26585	-0.18	0.06	0.98	1.00
ENSMUSG00000037490	Slc2a12	0.52	1.88	0.22	0.76
ENSMUSG00000071359	Tbpl1	0.44	5.84	0.60	1.00
ENSMUSG00000045680	Tcf21	-1.12	-2.15	0.84	1.00
ENSMUSG00000010461	Eya4	0.04	1.52	1.00	1.00
ENSMUSG00000111894	RP23-353G9.1	-0.32	-2.65	1.00	1.00
ENSMUSG00000061983	Rps12	0.07	4.23	0.94	1.00
ENSMUSG00000037455	Slc18b1	-0.21	3.39	0.67	1.00
ENSMUSG00000020010	Vnn3	3.40	-0.70	0.00	0.00
ENSMUSG00000037440	Vnn1	1.85	-1.16	0.05	0.27
ENSMUSG00000056379	Taar1	1.39	-2.89	1.00	1.00
ENSMUSG00000085451	Gm15137	1.39	-2.89	1.00	1.00
ENSMUSG00000019998	Stx7	0.27	6.71	0.24	0.81
ENSMUSG00000020000	Moxd1	-0.03	2.23	1.00	1.00
ENSMUSG00000086148	Gm15271	-0.34	-2.81	1.00	1.00
ENSMUSG00000087400	Gm15270	0.99	-0.61	0.23	0.79
ENSMUSG00000081259	Gm6893	1.51	-2.89	1.00	1.00
ENSMUSG00000019997	Ctgf	1.26	5.04	0.00	0.00
ENSMUSG00000037370	Enpp1	-0.60	2.77	0.05	0.27
ENSMUSG00000019989	Enpp3	-0.14	-0.74	1.00	1.00
ENSMUSG00000019984	Med23	0.13	4.49	0.79	1.00
ENSMUSG00000019987	Arg1	3.89	2.79	0.00	0.00
ENSMUSG00000111970	RP24-462I5.1	-2.59	-2.05	0.31	0.93
ENSMUSG00000112597	RP24-462I5.2	-0.61	-2.44	1.00	1.00
ENSMUSG00000039166	Akap7	-0.13	5.83	0.75	1.00
ENSMUSG00000112371	RP23-222O23.2	-2.49	-2.80	0.84	1.00
ENSMUSG00000019978	Epb41l2	0.26	6.78	0.33	0.96
ENSMUSG00000096546	Smlr1	-4.12	-2.44	0.17	0.67
ENSMUSG00000112630	RP23-429B12.3	-0.20	-1.93	1.00	1.00
ENSMUSG00000112491	RP23-356G7.3	1.17	-1.52	0.43	1.00
ENSMUSG00000112691	RP23-356G7.2	1.53	-2.89	1.00	1.00
ENSMUSG00000112269	RP23-356G7.4	-0.25	-2.51	1.00	1.00
ENSMUSG00000049420	Tmem200a	-0.09	3.05	0.94	1.00
ENSMUSG00000039098	Gm9767	-0.37	0.07	0.77	1.00
ENSMUSG00000112808	RP23-356P21.1	2.46	2.63	0.00	0.00
ENSMUSG00000051354	Samd3	0.89	0.57	0.36	1.00
ENSMUSG00000039089	L3mbtl3	-0.61	4.78	0.01	0.08
ENSMUSG00000111950	RP23-424I1.1	1.51	-2.89	1.00	1.00
ENSMUSG00000112389	RP23-424I1.3	0.94	-2.65	0.93	1.00
ENSMUSG00000039031	Arhgap18	0.47	3.95	0.05	0.29
ENSMUSG00000112804	RP23-271A21.3	0.32	-2.58	1.00	1.00
ENSMUSG00000019899	Lama2	-0.42	3.03	0.27	0.86
ENSMUSG00000112786	RP23-326C6.3	0.25	-2.58	1.00	1.00
ENSMUSG00000112620	RP24-217L12.1	-0.56	-1.53	0.88	1.00
ENSMUSG00000064208	Gm10145	0.41	-1.37	0.92	1.00
ENSMUSG00000019889	Ptprk	0.07	5.45	0.93	1.00
ENSMUSG00000049109	Themis	3.27	-0.03	0.00	0.00
ENSMUSG00000090126	4930519F09Rik	1.16	-2.16	0.85	1.00
ENSMUSG00000015519	2310057J18Rik	1.39	-2.89	1.00	1.00
ENSMUSG00000095478	Gm9824	0.33	-1.57	1.00	1.00
ENSMUSG00000038916	Soga3	-0.27	5.88	0.33	0.96
ENSMUSG00000004360	9330159F19Rik	-0.04	5.92	1.00	1.00
ENSMUSG00000019883	Echdc1	-0.08	3.95	1.00	1.00
ENSMUSG00000038876	Rnf146	0.86	6.09	0.27	0.87
ENSMUSG00000111646	RP23-331E5.11	-1.34	-2.44	0.91	1.00
ENSMUSG00000019880	Rspo3	0.51	4.32	0.05	0.28
ENSMUSG00000069682	Gm10275	-0.01	6.89	1.00	1.00
ENSMUSG00000111554	RP23-55G19.1	-0.90	-0.26	0.39	1.00
ENSMUSG00000111001	RP23-55G19.3	-0.19	-1.63	1.00	1.00
ENSMUSG00000075266	Cenpw	0.15	2.93	0.83	1.00
ENSMUSG00000111047	RP24-308P8.1	-0.15	-1.05	1.00	1.00
ENSMUSG00000019792	Trmt11	-0.08	3.67	0.93	1.00
ENSMUSG00000111080	RP23-128C4.4	-0.62	4.60	0.02	0.13
ENSMUSG00000019791	Hint3	0.35	3.47	0.32	0.95
ENSMUSG00000039697	Ncoa7	0.13	7.27	0.73	1.00
ENSMUSG00000110744	RP23-447C2.2	0.42	-0.94	0.87	1.00
ENSMUSG00000019789	Hey2	0.53	1.60	0.26	0.85
ENSMUSG00000111675	RP24-308P8.2	0.20	-1.53	1.00	1.00
ENSMUSG00000111396	RP23-102O12.1	1.53	-2.89	1.00	1.00
ENSMUSG00000039684	Gm5422	0.17	4.11	0.70	1.00
ENSMUSG00000000295	Hddc2	-0.16	4.61	0.77	1.00
ENSMUSG00000000296	Tpd52l1	0.10	4.86	0.83	1.00
ENSMUSG00000110960	RP23-88C11.5	0.13	-1.48	1.00	1.00
ENSMUSG00000063760	Rnf217	0.48	4.46	0.05	0.28
ENSMUSG00000098068	Gm7909	0.14	-0.35	1.00	1.00
ENSMUSG00000069670	Nkain2	-0.30	4.17	0.35	0.98
ENSMUSG00000112906	RP23-413E2.1	-0.83	-1.65	0.60	1.00
ENSMUSG00000019787	Trdn	-1.31	1.28	0.02	0.17
ENSMUSG00000112692	RP24-357P6.1	2.82	-2.72	0.79	1.00
ENSMUSG00000112855	RP24-147J7.4	3.14	-2.65	0.71	1.00
ENSMUSG00000111958	RP23-352E22.1	3.46	-1.70	0.08	0.42
ENSMUSG00000019785	Clvs2	-0.22	4.21	0.65	1.00
ENSMUSG00000112656	RP23-388A14.3	-0.04	-2.40	1.00	1.00
ENSMUSG00000071343	Gm10327	1.21	-1.37	0.32	0.95
ENSMUSG00000039552	Rsph4a	0.42	2.20	0.39	1.00
ENSMUSG00000039531	Zufsp	1.49	5.36	0.00	0.00
ENSMUSG00000111993	RP24-347C6.3	-1.72	-2.88	1.00	1.00
ENSMUSG00000112782	RP24-347C6.6	0.44	-1.52	0.85	1.00
ENSMUSG00000112280	RP24-347C6.4	-0.56	4.55	0.03	0.19
ENSMUSG00000019782	Rwdd1	0.33	1.77	0.57	1.00
ENSMUSG00000071340	Trappc3l	1.38	-1.70	0.33	0.96
ENSMUSG00000049872	Fam26e	0.58	2.45	0.12	0.53
ENSMUSG00000046031	Fam26f	5.20	3.06	0.00	0.00
ENSMUSG00000039497	Dse	0.89	2.30	0.00	0.03
ENSMUSG00000111149	RP23-255F14.8	-2.49	-2.80	0.84	1.00
ENSMUSG00000047514	Tspyl1	-0.29	7.65	0.19	0.70
ENSMUSG00000039480	Nt5dc1	0.97	2.00	0.01	0.07
ENSMUSG00000039485	Tspyl4	0.21	7.05	0.65	1.00
ENSMUSG00000039462	Col10a1	-0.23	-1.71	1.00	1.00
ENSMUSG00000019779	Frk	0.30	-0.52	0.92	1.00
ENSMUSG00000063953	Amd2	-0.72	4.52	0.01	0.08
ENSMUSG00000110987	RP23-319D22.1	-1.69	-2.89	1.00	1.00
ENSMUSG00000044499	Hs3st5	-0.47	2.57	0.27	0.86
ENSMUSG00000019777	Hdac2	-0.52	6.13	0.02	0.16
ENSMUSG00000069662	Marcks	-0.06	8.40	0.91	1.00
ENSMUSG00000046463	5930403N24Rik	-0.50	-0.66	0.77	1.00
ENSMUSG00000097742	Gm26535	1.53	-2.89	1.00	1.00
ENSMUSG00000094311	Rfpl4b	-0.19	-2.80	1.00	1.00
ENSMUSG00000111431	RP23-341N20.1	1.51	-2.89	1.00	1.00
ENSMUSG00000019846	Lama4	0.21	2.35	0.75	1.00
ENSMUSG00000051736	Fam229b	-0.68	4.25	0.00	0.03
ENSMUSG00000019845	Tube1	-0.04	2.18	1.00	1.00
ENSMUSG00000062074	Wisp3	-1.60	-2.45	0.56	1.00
ENSMUSG00000111055	RP24-541B4.5	1.42	-2.58	0.83	1.00
ENSMUSG00000111877	RP24-389J11.1	-0.08	5.01	0.94	1.00
ENSMUSG00000019843	Fyn	-0.06	6.48	0.93	1.00
ENSMUSG00000019842	Traf3ip2	1.14	2.03	0.01	0.10
ENSMUSG00000111847	RP24-286J14.3	0.21	2.29	0.71	1.00
ENSMUSG00000019841	Rev3l	0.13	5.32	0.81	1.00
ENSMUSG00000096924	Gm26824	-2.48	-2.80	0.88	1.00
ENSMUSG00000096687	Mfsd4b4	-0.15	2.09	0.95	1.00
ENSMUSG00000111355	RP24-170A20.6	-2.51	-2.80	0.88	1.00
ENSMUSG00000111620	RP24-170A20.7	-2.48	-2.80	0.88	1.00
ENSMUSG00000071335	Mfsd4b3	2.60	-2.22	0.25	0.83
ENSMUSG00000038528	Mfsd4b5	0.02	-1.97	1.00	1.00
ENSMUSG00000038522	Mfsd4b1	-0.46	-0.38	0.73	1.00
ENSMUSG00000096171	Gm8055	0.42	-2.22	1.00	1.00
ENSMUSG00000019838	Slc16a10	1.45	1.43	0.00	0.05
ENSMUSG00000111045	RP24-366E11.4	-2.97	-2.72	0.77	1.00
ENSMUSG00000038510	Rpf2	0.06	4.24	0.95	1.00
ENSMUSG00000019837	Gtf3c6	0.09	5.17	0.88	1.00
ENSMUSG00000111665	RP23-371K6.1	0.07	-1.97	1.00	1.00
ENSMUSG00000075232	Amd1	-0.38	5.45	0.15	0.61
ENSMUSG00000038481	Cdk19	-0.35	6.67	0.14	0.59
ENSMUSG00000111251	RP24-324J2.2	2.58	-2.73	0.84	1.00
ENSMUSG00000111108	RP24-324J2.1	-0.67	-2.45	1.00	1.00
ENSMUSG00000063428	Ddo	0.00	3.10	1.00	1.00
ENSMUSG00000045555	Mettl24	0.34	-0.36	0.87	1.00
ENSMUSG00000038446	Cdc40	0.00	5.65	1.00	1.00
ENSMUSG00000019831	Wasf1	-0.43	6.99	0.07	0.38
ENSMUSG00000046922	Gpr6	-1.01	1.42	0.10	0.47
ENSMUSG00000038417	Fig4	-0.33	3.38	0.36	1.00
ENSMUSG00000091415	Ak9	-0.91	0.54	0.34	0.97
ENSMUSG00000111601	RP23-346G14.1	-0.92	-2.38	0.88	1.00
ENSMUSG00000019826	Zbtb24	0.73	3.44	0.05	0.28
ENSMUSG00000019823	Mical1	1.42	2.80	0.02	0.15
ENSMUSG00000019822	Smpd2	-0.08	3.38	0.93	1.00
ENSMUSG00000078451	Ppil6	-0.67	2.96	0.02	0.15
ENSMUSG00000019818	Cd164	0.96	5.94	0.00	0.00
ENSMUSG00000075225	Ccdc162	0.25	0.51	0.86	1.00
ENSMUSG00000091370	5730435O14Rik	-0.96	-2.72	1.00	1.00
ENSMUSG00000111376	RP23-69L13.2	-1.44	-2.65	0.93	1.00
ENSMUSG00000019813	Cep57l1	-0.10	2.69	0.95	1.00
ENSMUSG00000038332	Sesn1	0.26	5.95	0.52	1.00
ENSMUSG00000071324	Armc2	-1.10	2.80	0.03	0.18
ENSMUSG00000085666	Gm9855	-0.80	-0.13	0.44	1.00
ENSMUSG00000048756	Foxo3	0.29	6.07	0.27	0.86
ENSMUSG00000038302	Lace1	-0.58	3.15	0.05	0.29
ENSMUSG00000081873	Gm15197	0.34	-2.27	1.00	1.00
ENSMUSG00000083429	Gm15198	1.22	-0.30	0.19	0.70
ENSMUSG00000019804	Snx3	0.32	6.59	0.28	0.89
ENSMUSG00000019803	Nr2e1	-0.31	2.40	0.63	1.00
ENSMUSG00000038280	Ostm1	0.08	5.17	0.88	1.00
ENSMUSG00000019802	Sec63	0.15	5.86	0.68	1.00
ENSMUSG00000097008	Gm26860	-7.01	-0.75	0.04	0.26
ENSMUSG00000044770	Scml4	0.80	1.48	0.13	0.57
ENSMUSG00000111086	RP23-240G3.3	1.53	-2.89	1.00	1.00
ENSMUSG00000111333	RP23-240G3.4	1.57	-1.07	0.08	0.41
ENSMUSG00000038248	Sobp	-0.61	6.94	0.00	0.02
ENSMUSG00000045008	9030612E09Rik	-0.18	1.71	0.81	1.00
ENSMUSG00000038240	Pdss2	-0.28	4.01	0.45	1.00
ENSMUSG00000089673	Gm16546	-0.61	-0.19	0.55	1.00
ENSMUSG00000089839	Rps19-ps11	-0.26	-2.38	1.00	1.00
ENSMUSG00000094955	Gm3699	-0.58	-1.85	0.91	1.00
ENSMUSG00000038214	Bend3	0.20	1.54	0.87	1.00
ENSMUSG00000045886	Gm9803	-0.25	5.22	0.39	1.00
ENSMUSG00000019797	1700021F05Rik	-0.08	4.60	0.88	1.00
ENSMUSG00000047139	Cd24a	1.33	4.25	0.00	0.00
ENSMUSG00000075184	F930017D23Rik	1.53	-2.89	1.00	1.00
ENSMUSG00000111749	RP23-177D16.4	1.51	-2.89	1.00	1.00
ENSMUSG00000111575	RP23-177D16.5	0.46	-2.73	1.00	1.00
ENSMUSG00000094852	Gm9034	-1.72	-2.88	1.00	1.00
ENSMUSG00000111342	RP23-402F24.5	2.82	-2.72	0.79	1.00
ENSMUSG00000019863	Qrsl1	-0.11	4.04	0.87	1.00
ENSMUSG00000019864	Rtn4ip1	-0.01	3.13	1.00	1.00
ENSMUSG00000019866	Aim1	2.91	3.01	0.00	0.00
ENSMUSG00000111224	RP23-149M7.3	0.23	-1.69	1.00	1.00
ENSMUSG00000091358	Speer5-ps1	-0.21	-2.80	1.00	1.00
ENSMUSG00000038160	Atg5	0.06	5.04	0.95	1.00
ENSMUSG00000111078	RP23-145G7.2	5.91	-1.40	0.00	0.01
ENSMUSG00000038151	Prdm1	1.72	1.35	0.00	0.00
ENSMUSG00000111535	RP24-167A12.1	0.50	-1.72	0.93	1.00
ENSMUSG00000111034	RP24-167A12.2	3.29	-2.59	0.42	1.00
ENSMUSG00000111362	RP24-167A12.3	-1.87	-2.57	0.61	1.00
ENSMUSG00000111494	RP24-167A12.6	-2.48	-2.80	0.88	1.00
ENSMUSG00000110893	RP23-188F7.1	-3.34	-2.65	0.70	1.00
ENSMUSG00000111671	RP24-275P22.2	1.33	-1.21	0.36	1.00
ENSMUSG00000095168	Gm4795	-2.48	-2.80	0.84	1.00
ENSMUSG00000019849	Prep	-0.13	3.68	0.77	1.00
ENSMUSG00000019848	Popdc3	-0.73	0.58	0.29	0.91
ENSMUSG00000071317	Bves	-1.28	0.25	0.17	0.66
ENSMUSG00000063804	Lin28b	-0.60	3.18	0.01	0.12
ENSMUSG00000038822	Hace1	-0.32	4.94	0.25	0.83
ENSMUSG00000111466	RP23-286J11.1	3.68	-2.51	0.61	1.00
ENSMUSG00000110874	RP24-295B16.1	1.85	-2.40	0.72	1.00
ENSMUSG00000110841	RP23-269H21.1	-0.18	8.42	0.54	1.00
ENSMUSG00000111182	RP23-373D18.1	2.28	-2.80	0.88	1.00
ENSMUSG00000110843	RP24-165I13.1	-4.72	-2.20	0.04	0.24
ENSMUSG00000112917	RP23-451J19.2	0.62	-2.72	1.00	1.00
ENSMUSG00000111585	RP23-433H22.2	-1.69	-2.89	1.00	1.00
ENSMUSG00000111436	RP24-286B23.1	-1.72	-2.88	1.00	1.00
ENSMUSG00000111374	RP23-433H22.3	-0.27	-0.73	0.92	1.00
ENSMUSG00000056073	Grik2	-0.23	5.04	0.46	1.00
ENSMUSG00000097884	Gm26543	0.39	0.76	0.59	1.00
ENSMUSG00000112103	RP24-255E19.2	0.21	-0.46	0.97	1.00
ENSMUSG00000038774	Ascc3	1.10	4.78	0.00	0.00
ENSMUSG00000019913	Sim1	-0.35	-1.12	0.95	1.00
ENSMUSG00000111880	RP24-82M14.1	-2.49	-2.80	0.84	1.00
ENSMUSG00000112023	Lilr4b	5.82	4.88	0.00	0.00
ENSMUSG00000112148	Lilrb4a	6.69	-0.82	0.00	0.00
ENSMUSG00000112843	RP23-325K4.10	2.99	1.71	0.00	0.00
ENSMUSG00000112226	RP23-325K4.8	2.98	-2.66	0.65	1.00
ENSMUSG00000019909	Fam162b	2.01	-2.81	1.00	1.00
ENSMUSG00000049641	Vgll2	2.78	-2.16	0.42	1.00
ENSMUSG00000019893	Ros1	-1.72	-2.88	1.00	1.00
ENSMUSG00000019891	Dcbld1	0.19	3.52	0.63	1.00
ENSMUSG00000019861	Gopc	0.12	5.36	0.77	1.00
ENSMUSG00000112550	RP23-440I21.3	1.05	-1.14	0.43	1.00
ENSMUSG00000089800	Rps19-ps10	1.53	-2.89	1.00	1.00
ENSMUSG00000038624	Nepn	-0.19	-2.65	1.00	1.00
ENSMUSG00000023068	Nus1	0.39	6.07	0.08	0.41
ENSMUSG00000112149	RP23-8O1.1	-2.50	-2.80	0.84	1.00
ENSMUSG00000049576	Zfa-ps	0.45	0.56	0.60	1.00
ENSMUSG00000112552	RP24-507K2.3	0.43	-2.73	1.00	1.00
ENSMUSG00000038602	Slc35f1	-0.44	6.38	0.05	0.30
ENSMUSG00000112376	RP24-124K4.6	-0.77	-2.58	1.00	1.00
ENSMUSG00000038594	Cep85l	0.42	4.89	0.27	0.87
ENSMUSG00000112239	RP23-349H12.3	0.68	0.52	0.36	1.00
ENSMUSG00000038583	Pln	0.14	0.95	0.98	1.00
ENSMUSG00000112734	RP23-349H12.7	-0.10	3.92	0.88	1.00
ENSMUSG00000112733	RP24-496C8.7	1.84	-2.36	0.84	1.00
ENSMUSG00000112739	RP24-496C8.2	3.10	-1.51	0.08	0.42
ENSMUSG00000112440	RP24-496C8.5	1.52	-2.89	1.00	1.00
ENSMUSG00000058298	Mcm9	0.84	3.20	0.00	0.01
ENSMUSG00000019857	Asf1a	0.21	4.26	0.90	1.00
ENSMUSG00000019856	Fam184a	-0.16	5.06	0.70	1.00
ENSMUSG00000003746	Man1a	0.09	3.87	0.90	1.00
ENSMUSG00000112013	RP23-8O1.2	-2.14	-2.51	0.48	1.00
ENSMUSG00000112516	RP23-8O1.3	-0.82	-2.58	1.00	1.00
ENSMUSG00000038122	Tbc1d32	-0.17	3.32	0.71	1.00
ENSMUSG00000112528	RP23-292G15.2	-3.30	-2.65	0.53	1.00
ENSMUSG00000047669	Msl3l2	0.61	3.80	0.02	0.16
ENSMUSG00000071303	Rps8-ps1	0.62	-2.02	0.93	1.00
ENSMUSG00000050953	Gja1	-0.42	7.00	0.05	0.29
ENSMUSG00000112833	RP23-184H3.3	0.48	-2.22	1.00	1.00
ENSMUSG00000112825	RP23-184H3.5	0.59	3.69	0.07	0.39
ENSMUSG00000045048	Gm9795	1.08	-2.35	0.88	1.00
ENSMUSG00000112191	RP24-117K18.2	0.37	0.45	0.71	1.00
ENSMUSG00000112837	RP24-501G17.1	1.52	-2.89	1.00	1.00
ENSMUSG00000112345	RP23-442N6.1	1.51	-2.89	1.00	1.00
ENSMUSG00000019878	Hsf2	-0.01	5.18	1.00	1.00
ENSMUSG00000019877	Serinc1	-0.09	8.90	0.84	1.00
ENSMUSG00000093406	Rpl48-ps1	1.53	-2.89	1.00	1.00
ENSMUSG00000019876	Pkib	0.04	4.57	1.00	1.00
ENSMUSG00000019874	Fabp7	-0.25	5.56	0.61	1.00
ENSMUSG00000019872	Smpdl3a	0.34	4.39	0.29	0.90
ENSMUSG00000075046	Duxf3	-0.22	-2.80	1.00	1.00
ENSMUSG00000075045	Gm4981	0.44	-2.07	1.00	1.00
ENSMUSG00000038039	Gcc2	-0.32	6.88	0.19	0.71
ENSMUSG00000019920	Lims1	0.83	4.55	0.00	0.02
ENSMUSG00000003226	Ranbp2	0.24	5.88	0.53	1.00
ENSMUSG00000038010	Ccdc138	-0.34	2.02	0.50	1.00
ENSMUSG00000112670	RP23-197F5.3	-1.73	-2.88	1.00	1.00
ENSMUSG00000003227	Edar	-0.81	-1.84	0.77	1.00
ENSMUSG00000091731	Gm17542	-5.23	-1.95	0.26	0.84
ENSMUSG00000112424	RP23-182A11.1	-1.45	-2.27	0.72	1.00
ENSMUSG00000037990	Sh3rf3	-1.19	3.63	0.00	0.00
ENSMUSG00000019917	Sept10	0.15	2.86	0.86	1.00
ENSMUSG00000098188	Sowahc	0.31	4.00	0.36	1.00
ENSMUSG00000019916	P4ha1	0.01	5.22	1.00	1.00
ENSMUSG00000069622	Gm10273	0.39	5.67	0.12	0.52
ENSMUSG00000009646	Pla2g12b	2.89	-2.66	0.65	1.00
ENSMUSG00000009654	Oit3	1.17	-1.48	0.59	1.00
ENSMUSG00000009647	Mcu	-0.36	5.59	0.23	0.78
ENSMUSG00000020111	Micu1	-0.34	5.32	0.18	0.69
ENSMUSG00000091941	Gm7399	0.66	-2.51	0.98	1.00
ENSMUSG00000112673	RP24-418P10.4	-0.10	-1.29	1.00	1.00
ENSMUSG00000020109	Dnajb12	0.18	4.85	0.59	1.00
ENSMUSG00000020108	Ddit4	1.17	6.86	0.00	0.00
ENSMUSG00000020107	Anapc16	0.22	5.53	0.42	1.00
ENSMUSG00000044475	Ascc1	0.06	3.94	0.98	1.00
ENSMUSG00000058297	Spock2	-0.56	8.43	0.00	0.02
ENSMUSG00000057337	Chst3	-0.42	0.42	0.58	1.00
